Algoritmo Grasp: 

161.605	1361
20.640	1501
192.633	1361
90.586	1501
45.878	1501
81.499	1501
167.392	1501
122.082	1501
55.794	1501
122.924	1501
85.684	1501
174.548	1501
30.225	1501
50.942	1501
190.672	1501
134.428	1501
65.266	1501
137.307	1361
92.037	1501
72.979	1501
157.189	1221
-14.440	1501
64.481	1501
23.419	1501
117.906	1501
87.388	1481
3.551	1501
130.395	1501
117.758	1501
197.175	1221
128.763	1501
55.214	1501
119.686	1501
20.765	1501
89.633	1481
151.309	1221
95.783	1501
50.509	1501
190.659	1501
123.356	1361
87.950	1501
145.259	1501
108.514	1501
232.766	1081
94.641	1481
95.924	1501
35.268	1501
69.316	1501
168.836	1501
88.329	1361
92.771	1501
33.820	1501
30.954	1501
170.861	1361
167.865	1221
171.997	1361
76.788	1481
183.193	1501
131.229	1501
83.177	1481
134.193	1501
28.293	1501
163.791	1361
55.601	1501
52.390	1501
120.380	1361
122.426	1501
160.750	1481
281.848	1501
109.626	1501
63.857	1501
144.720	1501
114.946	1221
118.213	1501
214.894	1221
62.718	1481
58.107	1501
109.101	1501
80.949	1501
121.506	1501
219.386	1221
189.231	1221
24.820	1501
121.919	1481
66.057	1501
122.106	1501
27.897	1501
53.333	1501
142.907	1501
36.116	1481
99.828	1501
-20.231	1501
152.871	1361
70.352	1501
158.026	1501
163.161	1501
210.438	1221
124.988	1501
52.131	1501
174.022	1361
220.846	1221
111.239	1501
-11.553	1501
75.987	1501
67.806	1501
214.052	1361
119.614	1501
239.372	1501
131.947	1501
84.893	1501
46.530	1501
69.626	1481
147.434	1501
128.978	1501
274.067	983
90.225	1501
34.416	1501
138.765	1361
81.998	1501
124.526	1501
109.540	1501
212.681	1081
-2.736	1501
191.863	1221
37.705	1501
55.907	1501
91.186	1501
100.468	1501
67.985	1501
90.946	1501
127.835	1501
-3.219	1501
55.076	1501
30.665	1501
124.287	1481
128.234	1501
115.579	1501
112.099	1501
253.041	1221
102.445	1501
93.188	1501
66.069	1501
146.497	1501
57.473	1501
283.401	1361
109.758	1501
