Algoritmo Grover: 

42.926	1387	
93.847	1387	
5.975	1387	
111.446	1387	
103.416	1387	
116.299	1387	
204.824	1387	
138.906	1387	
46.549	1387	
152.759	1387	
95.740	1387	
175.016	1387	
29.862	1387	
140.227	1387	
193.637	1387	
152.328	1387	
2.138	1387	
156.946	1387	
127.516	1387	
85.702	1387	
172.111	1387	
45.337	1387	
73.040	1387	
99.731	1387	
139.185	1387	
105.099	1387	
39.611	1387	
156.972	1387	
135.373	1387	
197.175	1387	
166.924	1387	
92.391	1387	
177.660	1387	
84.424	1387	
99.783	1387	
4.360	1387	
132.902	1387	
8.152	1387	
206.534	1387	
.149	1387	
121.637	1387	
176.769	1387	
31.284	1387	
280.555	1387	
96.486	1387	
162.285	1387	
5.701	1387	
143.277	1387	
188.602	1387	
144.606	1387	
122.542	1387	
107.150	1387	
83.880	1387	
179.781	1387	
179.503	1387	
21.149	1387	
120.803	1387	
105.417	1387	
191.003	1387	
100.954	1387	
140.269	1387	
1.178	1387	
175.358	1387	
111.947	1387	
97.963	1387	
157.126	1387	
.927	1387	
169.501	1387	
302.709	1387	
117.301	1387	
80.540	1387	
201.495	1387	
115.020	1387	
119.582	1387	
236.659	1387	
57.323	1387	
73.532	1387	
55.307	1387	
102.676	1387	
150.631	1387	
280.169	1387	
198.383	1387	
79.413	1387	
124.318	1387	
73.524	1387	
2.944	1387	
54.073	1387	
83.743	1387	
159.095	1387	
1.852	1387	
119.405	1387	
23.420	1387	
205.672	1387	
105.920	1387	
178.727	1387	
163.161	1387	
207.610	1387	
159.033	1387	
78.060	1387	
195.690	1387	
273.527	1387	
28.674	1387	
67.254	1387	
98.744	1387	
151.641	1387	
223.675	1387	
134.218	1387	
246.681	1387	
135.061	1387	
55.546	1387	
91.833	1387	
87.532	1387	
54.413	1387	
153.788	1387	
266.826	1387	
104.545	1387	
80.465	1387	
142.121	1387	
100.494	1387	
156.627	1387	
109.668	1387	
219.596	1387	
60.416	1387	
196.438	1387	
98.816	1387	
88.211	1387	
114.211	1387	
164.219	1387	
148.622	1387	
141.152	1387	
135.296	1387	
60.513	1387	
129.703	1387	
88.551	1387	
136.431	1387	
226.480	1387	
148.175	1387	
151.884	1387	
266.807	1387	
27.814	1387	
120.420	1387	
121.614	1387	
179.685	1387	
17.369	1387	
306.901	1387	
121.328	1387	
68.725	1387	
127.762	1387	
188.260	1387	
58.487	1387	
103.395	1387	
192.088	1387	
161.473	1387	
209.046	1387	
20.274	1387	
118.147	1387	
35.489	1387	
124.764	1387	
136.913	1387	
98.095	1387	
82.558	1387	
158.430	1387	
199.986	1387	
179.187	1387	
154.228	1387	
118.991	1387	
79.628	1387	
117.244	1387	
304.632	1387	
141.545	1387	
84.714	1387	
165.441	1387	
128.787	1387	
127.414	1387	
17.713	1387	
4.769	1387	
129.779	1387	
161.183	1387	
106.880	1387	
24.722	1387	
105.552	1387	
110.462	1387	
33.950	1387	
93.388	1387	
98.305	1387	
226.120	1387	
182.677	1387	
118.442	1387	
48.953	1387	
201.593	1387	
158.753	1387	
79.180	1387	
93.185	1387	
142.416	1387	
179.315	1387	
143.362	1387	
35.762	1387	
54.130	1387	
93.278	1387	
160.216	1387	
131.300	1387	
223.338	1387	
77.586	1387	
28.629	1387	
138.324	1387	
153.854	1387	
153.951	1387	
183.860	1387	
255.016	1387	
90.689	1387	
69.341	1387	
59.785	1387	
123.453	1387	
143.258	1387	
101.736	1387	
150.311	1387	
78.829	1387	
14.992	1387	
160.280	1387	
51.333	1387	
57.471	1387	
25.159	1387	
106.437	1387	
170.152	1387	
136.620	1387	
42.514	1387	
171.853	1387	
188.043	1387	
150.826	1387	
215.998	1387	
126.572	1387	
91.707	1387	
123.308	1387	
131.223	1387	
93.615	1387	
91.563	1387	
156.925	1387	
130.444	1387	
129.324	1387	
104.909	1387	
143.240	1387	
150.653	1387	
88.063	1387	
113.319	1387	
43.573	1387	
122.873	1387	
47.145	1387	
197.692	1387	
165.881	1387	
182.595	1387	
123.057	1387	
50.307	1387	
223.317	1387	
188.985	1387	
133.072	1387	
179.541	1387	
148.891	1387	
209.224	1387	
131.569	1387	
120.470	1387	
165.185	1387	
234.135	1387	
181.154	1387	
292.594	1387	
168.999	1387	
65.887	1387	
192.598	1387	
70.216	1387	
209.999	1387	
193.155	1387	
25.137	1387	
265.851	1387	
74.676	1387	
91.831	1387	
192.017	1387	
203.265	1387	
191.049	1387	
234.830	1387	
159.855	1387	
65.497	1387	
127.737	1387	
151.333	1387	
153.240	1387	
135.001	1387	
169.951	1387	
101.230	1387	
232.253	1387	
62.039	1387	
95.051	1387	
49.813	1387	
181.138	1387	
196.795	1387	
158.439	1387	
162.860	1387	
86.803	1387	
183.038	1387	
140.337	1387	
203.511	1387	
204.185	1387	
123.094	1387	
131.474	1387	
267.626	1387	
264.201	1387	
121.875	1387	
216.804	1387	
168.544	1387	
262.373	1387	
108.240	1387	
126.827	1387	
189.638	1387	
72.317	1387	
95.838	1387	
166.145	1387	
207.298	1387	
28.329	1387	
41.188	1387	
104.878	1387	
15.439	1387	
138.384	1387	
169.457	1387	
239.725	1387	
104.698	1387	
1.467	1387	
62.091	1387	
88.791	1387	
103.883	1387	
138.522	1387	
157.903	1387	
170.516	1387	
214.880	1387	
102.254	1387	
218.054	1387	
167.938	1387	
107.702	1387	
6.105	1387	
225.594	1387	
187.480	1387	
141.584	1387	
124.031	1387	
263.499	1387	
100.770	1387	
54.940	1387	
164.513	1387	
88.182	1387	
180.645	1387	
124.248	1387	
38.863	1387	
66.701	1387	
89.106	1387	
176.631	1387	
160.492	1387	
150.480	1387	
108.569	1387	
206.284	1387	
115.411	1387	
151.908	1387	
250.278	1387	
17.713	1387	
188.867	1387	
96.157	1387	
199.981	1387	
3.085	1387	
64.570	1387	
75.969	1387	
136.548	1387	
20.367	1387	
69.447	1387	
127.339	1387	
108.552	1387	
115.556	1387	
99.891	1387	
133.887	1387	
10.476	1387	
66.072	1387	
14.878	1387	
96.268	1387	
110.617	1387	
131.566	1387	
113.462	1387	
89.033	1387	
163.817	1387	
169.443	1387	
180.419	1387	
94.544	1387	
129.267	1387	
152.651	1387	
153.750	1387	
272.459	1387	
62.536	1387	
121.675	1387	
154.982	1387	
118.608	1387	
257.125	1387	
157.704	1387	
263.292	1387	
83.585	1387	
99.185	1387	
212.918	1387	
202.825	1387	
162.387	1387	
97.114	1387	
169.755	1387	
177.398	1387	
2.757	1387	
116.564	1387	
80.368	1387	
120.562	1387	
38.713	1387	
214.801	1387	
174.719	1387	
51.290	1387	
136.244	1387	
147.418	1387	
208.506	1387	
153.185	1387	
107.686	1387	
153.287	1387	
191.049	1387	
248.630	1387	
153.279	1387	
110.914	1387	
286.688	1387	
138.422	1387	
154.742	1387	
122.378	1387	
75.462	1387	
119.113	1387	
249.271	1387	
227.414	1387	
84.008	1387	
224.192	1387	
216.555	1387	
202.674	1387	
51.919	1387	
149.504	1387	
119.160	1387	
145.728	1387	
55.877	1387	
108.755	1387	
163.190	1387	
204.735	1387	
185.476	1387	
9.116	1387	
2.086	1387	
105.655	1387	
33.249	1387	
142.909	1387	
4.766	1387	
89.512	1387	
248.149	1387	
159.500	1387	
101.235	1387	
72.041	1387	
80.927	1387	
173.009	1387	
94.911	1387	
167.797	1387	
184.251	1387	
207.991	1387	
132.239	1387	
69.238	1387	
128.792	1387	
86.938	1387	
.712	1387	
136.631	1387	
93.122	1387	
162.763	1387	
141.887	1387	
291.220	1387	
61.537	1387	
125.366	1387	
103.734	1387	
195.796	1387	
68.994	1387	
27.255	1387	
133.215	1387	
120.761	1387	
17.883	1387	
81.834	1387	
116.092	1387	
123.397	1387	
78.069	1387	
102.704	1387	
165.411	1387	
174.608	1387	
164.626	1387	
27.332	1387	
57.164	1387	
80.346	1387	
139.691	1387	
19.223	1387	
95.414	1387	
.837	1387	
131.365	1387	
182.832	1387	
201.421	1387	
2.664	1387	
205.191	1387	
306.483	1387	
110.945	1387	
4.683	1387	
183.130	1387	
154.696	1387	
147.742	1387	
121.648	1387	
9.737	1387	
121.174	1387	
149.731	1387	
201.361	1387	
4.369	1387	
156.059	1387	
65.407	1387	
